School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location
2017,Math,7,5250,Pleasant Valley Comm School District,316,337,93.8,90.1 - 100%,
2017,Math,6,0540,BCLUW Comm School District,32,42,76.2,70.1 - 80%,
2016,Math,4,6264,West Central Valley,55,61,90.2,90.1 - 100%,
2017,Reading,4,3060,Humboldt Comm School District,63,76,82.9,80.1 - 90%,
2017,Math,11,0981,Carlisle Comm School District,129,143,90.2,90.1 - 100%,
2016,Reading,7,0153,North Butler,29,36,80.6,80.1 - 90%,
2016,Reading,11,6987,West Monona,34,46,73.9,70.1 - 80%,
2017,Math,8,5325,Prairie Valley Comm School District,0,0,0.0,Not Reportable,
2016,Reading,11,3942,Madrid,40,51,78.4,70.1 - 80%,
2017,Reading,11,6246,Stratford Comm School District,0,0,0.0,Not Reportable,
2017,Reading,7,4505,Mormon Trail Comm School District,9,18,50.0,40.1 - 50%,
2016,Math,6,4869,Oelwein,50,71,70.4,70.1 - 80%,
2016,Reading,7,6592,Van Buren,34,45,75.6,70.1 - 80%,
2017,Math,6,2727,Grundy Center Comm School District,32,49,65.3,60.1 - 70%,
2016,Reading,4,6762,Wapsie Valley,49,61,80.3,80.1 - 90%,
2016,Math,3,4890,Okoboji,15,16,93.8,90.1 - 100%,
2016,Reading,4,0918,Calamus-Wheatland,24,33,72.7,70.1 - 80%,
2016,Math,3,6957,West Des Moines,15,16,93.8,90.1 - 100%,
2017,Math,6,5643,Roland-Story Comm School District,60,72,83.3,80.1 - 90%,
2016,Math,7,2834,Harmony,12,15,80.0,70.1 - 80%,
2017,Reading,6,2466,Gilbert Comm School District,108,112,96.4,90.1 - 100%,
2017,Math,5,4617,Nevada Comm School District,78,109,71.6,70.1 - 80%,
2016,Reading,4,1791,Dike-New Hartford,55,62,88.7,80.1 - 90%,
2016,Reading,6,1337,College,279,380,73.4,70.1 - 80%,
2016,Reading,11,3150,Iowa Falls,89,98,90.8,90.1 - 100%,
2016,Reading,5,1079,Central Lee,75,82,91.5,90.1 - 100%,
2016,Math,6,5697,Rudd-Rockford-Marble Rk,23,31,74.2,70.1 - 80%,
2016,Math,5,1107,Chariton,57,71,80.3,80.1 - 90%,
2016,Reading,11,1053,Cedar Rapids,838,1052,79.7,70.1 - 80%,
2016,Math,8,1782,Diagonal,,,,Not Reportable,
2017,Reading,4,0621,Bettendorf Comm School District,223,271,82.3,80.1 - 90%,
2017,Reading,4,3330,Keota Comm School District,22,27,81.5,80.1 - 90%,
2017,Reading,4,2493,Gilmore City-Bradgate Comm School District,,,,Not Reportable,
2016,Reading,4,1476,Council Bluffs,406,631,64.3,60.1 - 70%,
2017,Math,3,3195,Greene County Comm School District,65,78,83.3,80.1 - 90%,
2017,Math,5,4043,Maquoketa Valley Comm School District,40,45,88.9,80.1 - 90%,
2016,Reading,11,3105,Independence,79,110,71.8,70.1 - 80%,
2017,Math,7,3375,Knoxville Comm School District,91,105,86.7,80.1 - 90%,
2016,Math,6,0981,Carlisle,114,129,88.4,80.1 - 90%,
2017,Math,5,4878,Ogden Comm School District,48,58,82.8,80.1 - 90%,
2016,Math,7,3105,Independence,73,88,83.0,80.1 - 90%,
2017,Reading,6,2754,Guthrie Center Comm School District,29,36,80.6,80.1 - 90%,
2017,Math,3,5163,Pekin Comm School District,51,53,96.2,90.1 - 100%,
2016,Reading,5,4644,Newell-Fonda,33,43,76.7,70.1 - 80%,
2017,Reading,8,6102,Spencer Comm School District,107,137,78.1,70.1 - 80%,
2017,Math,7,0936,Camanche Comm School District,54,69,78.3,70.1 - 80%,
2017,Math,3,4572,Murray Comm School District,17,18,94.4,90.1 - 100%,
2016,Reading,5,6983,West Lyon,65,70,92.9,90.1 - 100%,
2017,Reading,7,1965,Easton Valley Comm School District,32,37,86.5,80.1 - 90%,
2017,Reading,4,4419,MFL MarMac Comm School District,45,55,81.8,80.1 - 90%,
2017,Math,6,6095,South Hamilton Comm School District,37,41,90.2,90.1 - 100%,
2017,Math,5,6102,Spencer Comm School District,115,141,81.6,80.1 - 90%,
2017,Math,11,4785,North Tama County Comm School District,26,32,81.3,80.1 - 90%,
2017,Reading,4,4797,Norwalk Comm School District,139,183,76.0,70.1 - 80%,
2016,Math,3,2088,Emmetsburg,15,16,93.8,90.1 - 100%,
2016,Math,11,5283,Pocahontas Area,45,53,84.9,80.1 - 90%,
2017,Reading,6,0018,Adair-Casey Comm School District,15,26,57.7,50.1 - 60%,
2016,Math,3,4269,Midland,15,16,93.8,90.1 - 100%,
2016,Reading,7,1972,Eastern Allamakee,14,19,73.7,70.1 - 80%,
2017,Math,6,6937,West Burlington Ind School District,52,76,68.4,60.1 - 70%,
2016,Math,7,1089,Central City,24,30,80.0,70.1 - 80%,
2016,Math,5,4203,Mediapolis,43,52,82.7,80.1 - 90%,
2016,Reading,7,2781,Hampton-Dumont,53,73,72.6,70.1 - 80%,
2016,Math,11,1053,Cedar Rapids,844,1050,80.4,80.1 - 90%,
2016,Math,6,7047,Winfield-Mt Union,23,26,88.5,80.1 - 90%,
2016,Reading,5,1218,Clay Central-Everly,13,16,81.3,80.1 - 90%,
2016,Reading,5,3715,Linn-Mar,426,510,83.5,80.1 - 90%,
2016,Reading,11,1221,Clear Creek Amana,103,146,70.5,70.1 - 80%,
2017,Math,4,6099,South O'Brien Comm School District,31,37,83.8,80.1 - 90%,
2017,Math,5,5256,Pleasantville Comm School District,49,53,92.5,90.1 - 100%,
2017,Reading,8,5049,Ottumwa Comm School District,175,272,64.3,60.1 - 70%,
2017,Math,3,3168,IKM-Manning Comm School District,31,35,88.6,80.1 - 90%,
2017,Math,5,3119,Interstate 35 Comm School District,53,70,75.7,70.1 - 80%,
2017,Math,6,0846,Brooklyn-Guernsey-Malcom Comm School District,39,45,86.7,80.1 - 90%,
2017,Reading,6,6096,Southeast Webster Grand Comm School District,46,65,70.8,70.1 - 80%,
2016,Reading,11,3186,Janesville Consolidated,15,18,83.3,80.1 - 90%,
2016,Reading,4,1953,Earlham,32,41,78.0,70.1 - 80%,
2015,Reading,6,4041,Maquoketa,41,69,59.4,50.1 - 60%,
2017,Reading,8,6561,United Comm School District,0,0,0.0,Not Reportable,
2016,Math,6,4446,Monticello,50,80,62.5,60.1 - 70%,
2017,Math,7,4122,Martensdale-St Marys Comm School District,31,38,81.6,80.1 - 90%,
2017,Math,11,5486,Remsen-Union Comm School District,0,0,0.0,Not Reportable,
2016,Math,8,0594,Belmond-Klemme,30,40,75.0,70.1 - 80%,
2016,Math,3,2673,Nodaway Valley,15,16,93.8,90.1 - 100%,
2017,Math,6,0576,Belle Plaine Comm School District,28,38,73.7,70.1 - 80%,
2016,Math,7,0387,Atlantic,97,111,87.4,80.1 - 90%,
2016,Reading,7,2511,Glenwood,117,145,80.7,80.1 - 90%,
2017,Math,4,5283,Pocahontas Area Comm School District,27,37,73.0,70.1 - 80%,
2016,Reading,6,4356,Missouri Valley,41,51,80.4,80.1 - 90%,
2016,Math,6,4271,Mid-Prairie,76,99,76.8,70.1 - 80%,
2017,Reading,5,2007,Eldora-New Providence Comm School District,33,42,78.6,70.1 - 80%,
2017,Reading,7,0657,Eddyville-Blakesburg- Fremont CSD,51,66,77.3,70.1 - 80%,
2017,Reading,4,3420,Lake Mills Comm School District,46,56,82.1,80.1 - 90%,
2016,Math,8,5184,Perry,107,143,74.8,70.1 - 80%,
2017,Reading,11,4689,New London Comm School District,29,38,76.3,70.1 - 80%,
2016,Math,4,2846,Harris-Lake Park,27,30,90.0,80.1 - 90%,
2017,Reading,8,3375,Knoxville Comm School District,87,108,80.6,80.1 - 90%,
2017,Reading,11,0720,Bondurant-Farrar Comm School District,105,120,87.5,80.1 - 90%,
2017,Reading,3,4787,North Winneshiek Comm School District,15,18,83.3,80.1 - 90%,
2016,Reading,4,0594,Belmond-Klemme,32,38,84.2,80.1 - 90%,
2016,Reading,3,6509,Turkey Valley,12,16,75.0,70.1 - 80%,
2016,Reading,4,1968,East Marshall,37,47,78.7,70.1 - 80%,
2016,Reading,7,5013,Oskaloosa,109,184,59.2,50.1 - 60%,
2017,Reading,3,6741,East Sac County Comm School District,47,58,81.0,80.1 - 90%,
2016,Reading,6,4446,Monticello,53,80,66.3,60.1 - 70%,
2016,Math,5,6462,Tri-County,19,24,79.2,70.1 - 80%,
2016,Math,6,3168,IKM-Manning,35,54,64.8,60.1 - 70%,
2016,Reading,8,5250,Pleasant Valley,272,309,88.0,80.1 - 90%,
2017,Reading,8,0225,Ames Comm School District,247,273,90.5,90.1 - 100%,
2017,Math,3,2097,English Valleys Comm School District,18,24,75.0,70.1 - 80%,
2016,Math,7,4527,Mount Ayr,42,47,89.4,80.1 - 90%,
2016,Math,11,2709,Grinnell-Newburg,83,97,85.6,80.1 - 90%,
2017,Math,4,2322,Fort Madison Comm School District,92,134,68.7,60.1 - 70%,
2016,Reading,7,4269,Midland,28,34,82.4,80.1 - 90%,
2017,Math,8,4773,Northeast Comm School District,52,57,91.2,90.1 - 100%,
2017,Math,6,0081,Albia Comm School District,69,80,86.3,80.1 - 90%,
2017,Math,4,6273,Sumner-Fredericksburg Comm School District,65,78,83.3,80.1 - 90%,
2016,Math,6,2369,Fremont-Mills,24,28,85.7,80.1 - 90%,
2016,Reading,8,0099,Alburnett,33,43,76.7,70.1 - 80%,
2016,Math,11,1611,Davenport,676,950,71.2,70.1 - 80%,
2017,Reading,11,5121,Panorama Comm School District,42,52,80.8,80.1 - 90%,
2017,Reading,11,6462,Tri-County Comm School District,18,23,78.3,70.1 - 80%,
2016,Reading,7,4797,Norwalk,136,157,86.6,80.1 - 90%,
2016,Reading,7,3744,Lisbon,49,53,92.5,90.1 - 100%,
2017,Reading,3,3744,Lisbon Comm School District,45,52,86.5,80.1 - 90%,
2017,Reading,6,5250,Pleasant Valley Comm School District,287,324,88.6,80.1 - 90%,
2017,Math,5,2763,Clayton Ridge Comm School District,25,35,71.4,70.1 - 80%,
2016,Reading,3,4149,MOC-Floyd Valley,12,16,75.0,70.1 - 80%,
2016,Reading,4,3033,Hubbard-Radcliffe,13,16,81.3,80.1 - 90%,
2017,Reading,5,3420,Lake Mills Comm School District,46,56,82.1,80.1 - 90%,
2017,Math,8,3897,LuVerne Comm School District,0,0,0.0,Not Reportable,
2015,Reading,5,0333,North Union,17,27,63.0,60.1 - 70%,
2016,Reading,7,4104,Marshalltown,183,311,58.8,50.1 - 60%,
2015,Reading,7,4041,Maquoketa,73,99,73.7,70.1 - 80%,
2017,Math,5,6534,Underwood Comm School District,49,59,83.1,80.1 - 90%,
2017,Math,7,6097,South Page Comm School District,8,10,80.0,70.1 - 80%,
2017,Reading,4,1368,Columbus Comm School District,33,54,61.1,60.1 - 70%,
2016,Math,11,0441,A-H-S-T,50,55,90.9,90.1 - 100%,
2017,Reading,7,5463,Red Oak Comm School District,58,81,71.6,70.1 - 80%,
2017,Reading,5,2763,Clayton Ridge Comm School District,26,35,74.3,70.1 - 80%,
2016,Math,3,0126,Algona,15,16,93.8,90.1 - 100%,
2017,Reading,3,3537,Laurens-Marathon Comm School District,6,12,50.0,40.1 - 50%,
2016,Math,11,0603,Bennett,0,0,0.0,Not Reportable,
2016,Reading,5,6030,Sioux Center,58,89,65.2,60.1 - 70%,
2017,Math,11,4446,Monticello Comm School District,77,82,93.9,90.1 - 100%,
2016,Reading,3,6768,Washington,12,16,75.0,70.1 - 80%,
2017,Reading,8,3645,Lewis Central Comm School District,128,194,66.0,60.1 - 70%,
2017,Math,5,5823,Schaller-Crestland Comm School District,22,28,78.6,70.1 - 80%,
2016,Reading,11,0914,CAM,45,57,78.9,70.1 - 80%,
2016,Reading,11,3348,Kingsley-Pierson,22,32,68.8,60.1 - 70%,
2017,Reading,4,1675,Delwood Comm School District,13,16,81.3,80.1 - 90%,
2017,Math,3,0472,Ballard Comm School District,89,109,81.7,80.1 - 90%,
2016,Math,7,5877,Sergeant Bluff-Luton,102,120,85.0,80.1 - 90%,
2016,Math,4,5895,Seymour,15,21,71.4,70.1 - 80%,
2016,Math,6,6750,Walnut,,,,Not Reportable,
2017,Math,11,6615,Van Meter Comm School District,60,65,92.3,90.1 - 100%,
2017,Reading,5,1917,Boyer Valley Comm School District,24,29,82.8,80.1 - 90%,
2017,Reading,7,0135,Allamakee Comm School District,59,72,81.9,80.1 - 90%,
2017,Math,3,4779,North Polk Comm School District,118,127,92.9,90.1 - 100%,
2017,Reading,4,4509,Morning Sun Comm School District,8,15,53.3,50.1 - 60%,
2016,Math,6,2295,Forest City,52,74,70.3,70.1 - 80%,
2017,Reading,8,6759,Wapello Comm School District,31,49,63.3,60.1 - 70%,
2016,Math,8,0729,Boone,93,145,64.1,60.1 - 70%,
2017,Math,7,3168,IKM-Manning Comm School District,47,54,87.0,80.1 - 90%,
2017,Reading,7,0882,Burlington Comm School District,168,255,65.9,60.1 - 70%,
2016,Reading,6,5508,Riceville,14,23,60.9,60.1 - 70%,
2016,Math,8,1062,Center Point-Urbana,109,123,88.6,80.1 - 90%,
2016,Reading,4,2113,Essex,7,14,50.0,40.1 - 50%,
2017,Math,5,3600,Le Mars Comm School District,125,147,85.0,80.1 - 90%,
2017,Reading,11,6983,West Lyon Comm School District,61,63,96.8,90.1 - 100%,
2016,Math,4,6453,Treynor,55,63,87.3,80.1 - 90%,
2016,Reading,11,0819,West Hancock,34,43,79.1,70.1 - 80%,
2017,Reading,6,5751,St Ansgar Comm School District,33,41,80.5,80.1 - 90%,
2016,Math,5,6741,East Sac County,43,59,72.9,70.1 - 80%,
2017,Reading,4,3465,Lamoni Comm School District,10,19,52.6,50.1 - 60%,
2017,Reading,6,3168,IKM-Manning Comm School District,34,40,85.0,80.1 - 90%,
2016,Math,8,2977,Highland,38,45,84.4,80.1 - 90%,
2016,Reading,11,3375,Knoxville,96,120,80.0,70.1 - 80%,
2015,Reading,6,0333,North Union,0,0,0.0,Not Reportable,
